subject_nr	trial_nb	PW_code_left	PW_code_right	label_left	label_right	chosen_label	chosen_PW_code	chosen_PW	context	contrast	C	V	mode	place	voicing	response_time
29	2	y_occ_bi_NV	i_fric_ld_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	2745.244808
30	3	i_fric_ld_NV	y_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	459.4942936
31	1	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_fric_ld_NV	ifif			f	i	f	f	f	725.1338194
32	2	y_occ_bi_NV	i_fric_ld_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	1154.899412
35	2	y_occ_bi_NV	i_fric_ld_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_fric_ld_NV	ifif			f	i	f	f	f	3008.131975
36	0	i_fric_ld_NV	y_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	3019.574217
37	1	i_fric_ld_NV	y_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	1052.233761
38	1	y_occ_bi_NV	i_fric_ld_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	577.0828509
39	1	y_occ_bi_NV	i_fric_ld_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	i_fric_ld_NV	ifif			f	i	f	f	f	1127.212776
43	3	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	568.0557025
45	3	y_occ_bi_NV	i_fric_ld_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	932.5201805
46	3	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	859.315893
47	3	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	654.7023148
49	1	i_fric_ld_NV	y_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	3012.308842
50	1	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	1132.183948
52	1	y_occ_bi_NV	i_fric_ld_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	804.7874095
54	2	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_fric_ld_NV	ifif			f	i	f	f	f	787.7285723
56	2	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	2732.094565
1	12	i_occ_alv_V	i_app_alv	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	1196.696362
2	8	i_app_alv	i_occ_alv_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	1550.86198
3	13	i_app_alv	i_occ_alv_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	1386.743136
4	9	i_app_alv	i_occ_alv_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	622.583172
5	10	i_occ_alv_V	i_app_alv	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	933.4279759
6	4	i_occ_alv_V	i_app_alv	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	771.6968251
7	13	i_occ_alv_V	i_app_alv	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	1396.162143
8	7	i_app_alv	i_occ_alv_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	504.2698398
10	8	i_app_alv	i_occ_alv_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	447.5962162
11	13	i_app_alv	i_occ_alv_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	532.3666242
12	6	i_app_alv	i_occ_alv_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	976.6703261
13	7	i_occ_alv_V	i_app_alv	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	935.6574169
16	8	i_app_alv	i_occ_alv_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	806.6180034
17	11	i_app_alv	i_occ_alv_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	1292.743755
19	13	i_occ_alv_V	i_app_alv	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	884.8861508
20	9	i_app_alv	i_occ_alv_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	694.6129235
21	13	i_app_alv	i_occ_alv_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	1996.183398
22	13	i_occ_alv_V	i_app_alv	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	635.5347215
23	6	i_occ_alv_V	i_app_alv	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	720.2031592
24	13	i_app_alv	i_occ_alv_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	2675.989112
25	8	i_app_alv	i_occ_alv_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	2626.946705
26	4	i_occ_alv_V	i_app_alv	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	2347.553111
28	12	i_occ_alv_V	i_app_alv	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	828.3277404
29	5	i_occ_alv_V	i_app_alv	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	961.04305
30	7	i_app_alv	i_occ_alv_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	991.8764782
31	8	i_occ_alv_V	i_app_alv	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	655.1769118
32	10	i_occ_alv_V	i_app_alv	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	677.1973759
35	8	i_occ_alv_V	i_app_alv	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	797.0303989
36	13	i_occ_alv_V	i_app_alv	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	726.1497242
37	10	i_occ_alv_V	i_app_alv	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	959.4896173
38	6	i_app_alv	i_occ_alv_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	1314.303539
39	11	i_app_alv	i_occ_alv_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	1076.676988
43	6	i_app_alv	i_occ_alv_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	653.0257614
45	7	i_occ_alv_V	i_app_alv	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	984.0033522
46	7	i_occ_alv_V	i_app_alv	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	467.5620183
47	7	i_app_alv	i_occ_alv_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	588.2774252
49	10	i_app_alv	i_occ_alv_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	546.768235
50	9	i_app_alv	i_occ_alv_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	3006.406103
52	8	i_occ_alv_V	i_app_alv	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	973.9445345
54	13	i_occ_alv_V	i_app_alv	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	553.6688375
56	11	i_occ_alv_V	i_app_alv	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	586.8217712
1	11	i_occ_bi_NV	i_occ_bi_V	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	1197.989199
3	7	i_occ_bi_NV	i_occ_bi_V	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	656.4624657
5	9	i_occ_bi_NV	i_occ_bi_V	a_small_animal	a_large_animal	a_large_animal	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	598.1265279
7	8	i_occ_bi_V	i_occ_bi_NV	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	767.6471484
11	12	i_occ_bi_NV	i_occ_bi_V	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	468.9805091
13	10	i_occ_bi_NV	i_occ_bi_V	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	1390.121729
17	10	i_occ_bi_V	i_occ_bi_NV	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	677.3829262
19	8	i_occ_bi_NV	i_occ_bi_V	a_large_animal	a_small_animal	a_large_animal	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	1558.982191
21	10	i_occ_bi_V	i_occ_bi_NV	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	1150.430328
23	5	i_occ_bi_V	i_occ_bi_NV	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	681.6196588
25	13	i_occ_bi_V	i_occ_bi_NV	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	684.1712333
29	9	i_occ_bi_V	i_occ_bi_NV	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	775.2244008
31	12	i_occ_bi_NV	i_occ_bi_V	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	525.2055297
35	13	i_occ_bi_V	i_occ_bi_NV	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	928.6257752
37	7	i_occ_bi_NV	i_occ_bi_V	a_large_animal	a_small_animal	a_large_animal	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	1257.746975
39	12	i_occ_bi_V	i_occ_bi_NV	a_small_animal	a_large_animal	a_large_animal	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	792.5732749
43	10	i_occ_bi_NV	i_occ_bi_V	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	679.9715472
45	13	i_occ_bi_NV	i_occ_bi_V	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	759.3644002
47	4	i_occ_bi_V	i_occ_bi_NV	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	911.6848669
49	9	i_occ_bi_NV	i_occ_bi_V	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	628.9638695
1	6	i_nas_alv	i_occ_vel_NV	a_repulsive_animal	an_attractive_animal	an_attractive_animal	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	1108.748321
3	6	i_nas_alv	i_occ_vel_NV	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	896.6832512
5	12	i_occ_vel_NV	i_nas_alv	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	613.0247828
7	11	i_nas_alv	i_occ_vel_NV	a_repulsive_animal	an_attractive_animal	an_attractive_animal	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	837.260403
11	4	i_occ_vel_NV	i_nas_alv	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	1066.11382
13	13	i_occ_vel_NV	i_nas_alv	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	1155.885407
17	7	i_nas_alv	i_occ_vel_NV	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	622.8380977
19	11	i_nas_alv	i_occ_vel_NV	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	869.4141476
21	7	i_occ_vel_NV	i_nas_alv	a_repulsive_animal	an_attractive_animal	an_attractive_animal	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	1967.418179
23	7	i_occ_vel_NV	i_nas_alv	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	583.8698912
25	9	i_occ_vel_NV	i_nas_alv	a_repulsive_animal	an_attractive_animal	an_attractive_animal	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	781.6505147
29	7	i_occ_vel_NV	i_nas_alv	a_repulsive_animal	an_attractive_animal	an_attractive_animal	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	3007.319347
31	7	i_occ_vel_NV	i_nas_alv	a_repulsive_animal	an_attractive_animal	an_attractive_animal	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	600.4142377
35	12	i_occ_vel_NV	i_nas_alv	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	1380.852931
37	11	i_occ_vel_NV	i_nas_alv	a_repulsive_animal	an_attractive_animal	an_attractive_animal	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	910.5148049
39	10	i_occ_vel_NV	i_nas_alv	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	792.1064997
43	7	i_nas_alv	i_occ_vel_NV	a_repulsive_animal	an_attractive_animal	an_attractive_animal	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	518.3615385
45	4	i_occ_vel_NV	i_nas_alv	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	984.687004
47	6	i_occ_vel_NV	i_nas_alv	a_repulsive_animal	an_attractive_animal	an_attractive_animal	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	700.9822362
49	6	i_nas_alv	i_occ_vel_NV	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	656.0353916
1	8	i_nas_bi	u_nas_bi	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	575.0289357
3	5	u_nas_bi	i_nas_bi	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	720.8696078
5	6	i_nas_bi	u_nas_bi	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	576.7667344
7	9	u_nas_bi	i_nas_bi	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	902.3190955
11	9	u_nas_bi	i_nas_bi	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	599.2664099
13	6	i_nas_bi	u_nas_bi	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	879.6697752
17	5	i_nas_bi	u_nas_bi	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	600.4089405
19	7	u_nas_bi	i_nas_bi	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	1055.815153
21	4	i_nas_bi	u_nas_bi	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	1419.738797
23	10	i_nas_bi	u_nas_bi	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	821.5596288
25	6	u_nas_bi	i_nas_bi	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	776.1792134
29	11	i_nas_bi	u_nas_bi	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	533.6157601
31	10	u_nas_bi	i_nas_bi	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	645.3566444
35	4	i_nas_bi	u_nas_bi	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	682.5968236
37	12	i_nas_bi	u_nas_bi	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	1401.293316
39	4	u_nas_bi	i_nas_bi	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	806.2579125
43	9	u_nas_bi	i_nas_bi	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	566.8320907
45	8	i_nas_bi	u_nas_bi	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	797.8921036
47	9	u_nas_bi	i_nas_bi	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	1265.486252
49	8	i_nas_bi	u_nas_bi	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	1541.694016
1	0	u_fric_alv_NV	u_occ_alv_V	a_bird	a_fish	a_fish	u_occ_alv_V	udud			d	u	plosive	medium	voiced	3017.336934
2	0	u_fric_alv_NV	u_occ_alv_V	a_fish	a_bird	a_bird	u_occ_alv_V	udud			d	u	plosive	medium	voiced	3002.487346
3	3	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	685.2339754
4	1	u_fric_alv_NV	u_occ_alv_V	a_bird	a_fish	a_bird	u_occ_alv_V	udud			d	u	plosive	medium	voiced	3019.96631
5	2	u_fric_alv_NV	u_occ_alv_V	a_fish	a_bird	a_bird	u_occ_alv_V	udud			d	u	plosive	medium	voiced	660.9441918
6	3	u_fric_alv_NV	u_occ_alv_V	a_bird	a_fish	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	693.2320208
7	3	u_occ_alv_V	u_fric_alv_NV	a_bird	a_fish	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	964.4911683
8	1	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_fish	u_occ_alv_V	udud			d	u	plosive	medium	voiced	479.0444458
10	0	u_occ_alv_V	u_fric_alv_NV	a_bird	a_fish	a_fish	u_occ_alv_V	udud			d	u	plosive	medium	voiced	449.6203925
11	2	u_fric_alv_NV	u_occ_alv_V	a_fish	a_bird	a_bird	u_occ_alv_V	udud			d	u	plosive	medium	voiced	2575.03953
12	2	u_occ_alv_V	u_fric_alv_NV	a_bird	a_fish	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	1958.038569
13	0	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_fish	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	1145.72579
16	0	u_fric_alv_NV	u_occ_alv_V	a_fish	a_bird	a_fish	u_occ_alv_V	udud			d	u	plosive	medium	voiced	2598.511565
17	0	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	3004.198659
19	2	u_fric_alv_NV	u_occ_alv_V	a_fish	a_bird	a_bird	u_occ_alv_V	udud			d	u	plosive	medium	voiced	3005.294178
20	1	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	622.1663519
21	2	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_fish	u_occ_alv_V	udud			d	u	plosive	medium	voiced	1358.691377
22	0	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	3005.455741
23	3	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_fish	u_occ_alv_V	udud			d	u	plosive	medium	voiced	733.5029969
24	1	u_fric_alv_NV	u_occ_alv_V	a_fish	a_bird	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	1053.951878
25	1	u_fric_alv_NV	u_occ_alv_V	a_fish	a_bird	a_bird	u_occ_alv_V	udud			d	u	plosive	medium	voiced	702.3881571
26	3	u_fric_alv_NV	u_occ_alv_V	a_bird	a_fish	a_fish	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	1181.437238
28	0	u_fric_alv_NV	u_occ_alv_V	a_fish	a_bird	a_bird	u_occ_alv_V	udud			d	u	plosive	medium	voiced	3004.505232
29	1	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_fish	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	3015.718983
30	0	u_fric_alv_NV	u_occ_alv_V	a_bird	a_fish	a_fish	u_occ_alv_V	udud			d	u	plosive	medium	voiced	3005.324305
31	0	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	3006.275476
32	0	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_fish	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	1321.177074
35	0	u_fric_alv_NV	u_occ_alv_V	a_bird	a_fish	a_fish	u_occ_alv_V	udud			d	u	plosive	medium	voiced	3019.528253
36	3	u_occ_alv_V	u_fric_alv_NV	a_bird	a_fish	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	496.8233844
37	3	u_fric_alv_NV	u_occ_alv_V	a_fish	a_bird	a_bird	u_occ_alv_V	udud			d	u	plosive	medium	voiced	921.6236997
38	3	u_fric_alv_NV	u_occ_alv_V	a_bird	a_fish	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	616.9542065
39	0	u_occ_alv_V	u_fric_alv_NV	a_bird	a_fish	a_fish	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	3016.276891
43	0	u_fric_alv_NV	u_occ_alv_V	a_bird	a_fish	a_fish	u_occ_alv_V	udud			d	u	plosive	medium	voiced	3020.015556
45	0	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_fish	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	958.4297787
46	2	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	660.1367214
47	0	u_fric_alv_NV	u_occ_alv_V	a_fish	a_bird	a_fish	u_occ_alv_V	udud			d	u	plosive	medium	voiced	848.0856188
49	0	u_occ_alv_V	u_fric_alv_NV	a_fish	a_bird	a_bird	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	3013.484912
50	3	u_fric_alv_NV	u_occ_alv_V	a_bird	a_fish	a_fish	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	957.684827
52	0	u_fric_alv_NV	u_occ_alv_V	a_bird	a_fish	a_bird	u_occ_alv_V	udud			d	u	plosive	medium	voiced	1549.947028
